species	official gene symbol	cell type	nicknames	ubiquitousness index	product description	gene type	canonical marker	germ layer	organ	sensitivity_human	sensitivity_mouse	specificity_human	specificity_mouse
Mm Hs	FGF2	Cardiomyocytes	FGFB	0.004	fibroblast growth factor 2	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.0178571	0.000966184
Mm Hs	NPPB	Cardiomyocytes	NA	0.003	natriuretic peptide B	protein-coding gene	1	Mesoderm	Heart	0.0	0.35	0.0018797	0.00109501
Mm Hs	TNNI3	Cardiomyocytes	TNNC1|CMH7|CMD2A	0.01	troponin I3, cardiac type	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.0106516	0.0
Mm Hs	TNNT2	Cardiomyocytes	CMH2|CMD1D	0.011	troponin T2, cardiac type	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.0103383	0.0
Mm Hs	ANKRD1	Cardiomyocytes	C-193|ALRP|CVARP|MCARP	0.007	ankyrin repeat domain 1	protein-coding gene	1	Mesoderm	Heart	0.0	0.8	0.00783208	0.00354267
Mm Hs	NPPC	Cardiomyocytes	CNP	0.003	natriuretic peptide C	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.000626566	0.00309179
Mm Hs	DES	Cardiomyocytes	CMD1I|CSM1|CSM2	0.021	desmin	protein-coding gene	1	Mesoderm	Heart	0.0	0.783333	0.0093985	0.0203543
Mm Hs	HAND2	Cardiomyocytes	dHand|Thing2|Hed|bHLHa26	0.004	heart and neural crest derivatives expressed 2	protein-coding gene	1	Mesoderm	Heart	0.0	0.0166667	0.0093985	0.00193237
Mm Hs	HAND1	Cardiomyocytes	eHand|Thing1|Hxt|bHLHa27	0.005	heart and neural crest derivatives expressed 1	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.014411	0.00193237
Mm Hs	GATA4	Cardiomyocytes	NA	0.008	GATA binding protein 4	protein-coding gene	1	Mesoderm	Heart	0.0	0.05	0.00469925	0.00779388
Mm Hs	GATA6	Cardiomyocytes	NA	0.019	GATA binding protein 6	protein-coding gene	1	Mesoderm	Heart	0.0	0.316667	0.00469925	0.0199678
Mm Hs	MYL2	Cardiomyocytes	CMH10	0.005	myosin light chain 2	protein-coding gene	1	Mesoderm	Heart	0.0	0.916667	0.0	0.00302738
Mm Hs	NKX2-5	Cardiomyocytes	CSX1|NKX2.5|NKX4-1|CSX|NKX2E	0.003	NK2 homeobox 5	protein-coding gene	NA	Mesoderm	Heart	0.0	0.35	0.000313283	0.000322061
Mm Hs	PNMT	Cardiomyocytes	PENT	0.0	phenylethanolamine N-methyltransferase	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.00093985	0.000322061
Mm Hs	ACTA1	Cardiomyocytes	NEM3|ACTA	0.004	actin, alpha 1, skeletal muscle	protein-coding gene	1	Mesoderm	Heart	0.0	0.0333333	0.00250627	0.00405797
Mm Hs	CD36	Cardiomyocytes	SCARB3|GPIV|GP4|GP3B	0.042	CD36 molecule	protein-coding gene	1	Mesoderm	Heart	0.0	0.716667	0.0344612	0.0415459
Mm Hs	RBM20	Cardiomyocytes	NA	0.002	RNA binding motif protein 20	protein-coding gene	NA	Mesoderm	Heart	0.0	0.0	0.0	0.0
Mm Hs	VLDLR	Cardiomyocytes	CARMQ1|CHRMQ1|VLDLRCH	0.025	very low density lipoprotein receptor	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.0037594	0.0
Mm Hs	ALPK3	Cardiomyocytes	MAK|KIAA1330|Midori	0.0	alpha kinase 3	protein-coding gene	1	Mesoderm	Heart	0.0	0.0666667	0.000626566	0.000257649
Mm Hs	RBM24	Cardiomyocytes	FLJ30829|dJ259A10.1|RNPC6	0.005	RNA binding motif protein 24	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.0	0.0
Mm Hs	FABP4	Cardiomyocytes	A-FABP|aP2	0.028	fatty acid binding protein 4	protein-coding gene	1	Mesoderm	Heart	0.0	0.466667	0.0103383	0.031562
Mm Hs	CKMT2	Cardiomyocytes	SMTCK	0.002	creatine kinase, mitochondrial 2	protein-coding gene	1	Mesoderm	Heart	0.0	0.4	0.00093985	0.000708535
Mm Hs	SPEG	Cardiomyocytes	MGC12676|KIAA1297|SPEGalpha|SPEGbeta|BPEG|APEG1	0.005	SPEG complex locus	protein-coding gene	NA	Mesoderm	Heart	0.0	0.0	0.000313283	0.0
Mm Hs	MYH7B	Cardiomyocytes	KIAA1512|dJ756N5.1|MYH14|MHC14	0.0	myosin heavy chain 7B	protein-coding gene	1	Mesoderm	Heart	0.0	0.0666667	0.0	0.0
Mm Hs	MYOM2	Cardiomyocytes	NA	0.004	myomesin 2	protein-coding gene	1	Mesoderm	Heart	0.0	0.483333	0.0172306	0.000193237
Mm Hs	MYOM1	Cardiomyocytes	NA	0.003	myomesin 1	protein-coding gene	NA	Mesoderm	Heart	0.0	0.616667	0.000626566	0.00167472
Mm	COX8B	Cardiomyocytes	NA	0.004	cytochrome c oxidase subunit 8B	protein coding gene	NA	Mesoderm	Heart	0.0	0.85	0.0	0.00115942
Mm Hs	PDLIM5	Cardiomyocytes	LIM|Enh	0.041	PDZ and LIM domain 5	protein-coding gene	1	Mesoderm	Heart	0.0	0.75	0.0858396	0.0294364
Mm Hs	MYH7	Cardiomyocytes	CMD1S|CMH1|MPD1	0.001	myosin heavy chain 7	protein-coding gene	1	Mesoderm	Heart	0.0	0.383333	0.000313283	0.000257649
Mm Hs	PLN	Cardiomyocytes	CMD1P	0.006	phospholamban	protein-coding gene	1	Mesoderm	Heart	0.0	0.833333	0.0134712	0.00154589
Mm Hs	TCAP	Cardiomyocytes	T-cap|TELE|telethonin|CMD1N|LGMD2G	0.003	titin-cap	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.0	0.0
Mm Hs	SORBS2	Cardiomyocytes	ARGBP2|KIAA0777	0.046	sorbin and SH3 domain containing 2	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.0203634	0.0
Mm Hs	RYR2	Cardiomyocytes	ARVC2|VTSIP|ARVD2	0.008	ryanodine receptor 2	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.0	0.0
Mm Hs	OBSCN	Cardiomyocytes	KIAA1556|UNC89|KIAA1639|ARHGEF30	0.002	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF	protein-coding gene	NA	Mesoderm	Heart	0.0	0.683333	0.000313283	6.44122e-05
Mm Hs	ACTC1	Cardiomyocytes	CMD1R|ACTC	0.011	actin, alpha, cardiac muscle 1	protein-coding gene	1	Mesoderm	Heart	0.0	1.0	0.0134712	0.00463768
Mm Hs	MYL3	Cardiomyocytes	CMH8|VLC1|MLC1V|MLC1SB	0.008	myosin light chain 3	protein-coding gene	1	Mesoderm	Heart	0.0	0.933333	0.0	0.00599034
Mm Hs	CORO6	Cardiomyocytes	FLJ14871	0.001	coronin 6	protein-coding gene	NA	Mesoderm	Heart	0.0	0.183333	0.000313283	0.000644122
Mm Hs	PDE4D	Cardiomyocytes	DPDE3	0.021	phosphodiesterase 4D	protein-coding gene	1	Mesoderm	Heart	0.0	0.15	0.0153509	0.0214493
Mm Hs	NEXN	Cardiomyocytes	nexilin|NELIN	0.014	nexilin F-actin binding protein	protein-coding gene	1	Mesoderm	Heart	0.0	0.733333	0.0169173	0.0100483
Mm	MHRT	Cardiomyocytes	Myheart	0.001	myosin heavy chain associated RNA transcript	non-coding RNA	1	Mesoderm	Heart	0.0	0.233333	0.0	0.00057971
Mm Hs	FHL2	Cardiomyocytes	SLIM3|DRAL	0.043	four and a half LIM domains 2	protein-coding gene	1	Mesoderm	Heart	0.0	0.85	0.10401	0.0254428
Mm Hs	MYBPC3	Cardiomyocytes	MYBP-C|CMH4	0.003	myosin binding protein C, cardiac	protein-coding gene	1	Mesoderm	Heart	0.0	0.833333	0.00093985	0.000128824
Mm Hs	MYH6	Cardiomyocytes	NA	0.003	myosin heavy chain 6	protein-coding gene	1	Mesoderm	Heart	0.0	0.883333	0.0	6.44122e-05
Mm Hs	TTN	Cardiomyocytes	CMPD4|FLJ32040|TMD|CMH9|LGMD2J|MYLK5|CMD1G	0.007	titin	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.0112782	0.0
Mm Hs	GPIHBP1	Cardiomyocytes	LOC338328|GPI-HBP1	0.017	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1	protein-coding gene	1	Mesoderm	Heart	0.0	0.0666667	0.00469925	0.0194525
Mm Hs	AQP1	Cardiomyocytes	CHIP28|CO	0.037	aquaporin 1 (Colton blood group)	protein-coding gene	1	Mesoderm	Heart	0.0	0.0666667	0.0178571	0.0423833
Mm Hs	DMD	Cardiomyocytes	DXS142|DXS164|DXS206|DXS230|DXS239|DXS268|DXS269|DXS270|DXS272|MRX85	0.012	dystrophin	protein-coding gene	NA	Mesoderm	Heart	0.0	0.116667	0.00469925	0.013913
Mm Hs	MFN2	Cardiomyocytes	CPRP1|KIAA0214|MARF|CMT2A2	0.016	mitofusin 2	protein-coding gene	1	Mesoderm	Heart	0.0	0.416667	0.0075188	0.0162963
Mm Hs	ASB2	Cardiomyocytes	ASB-2	0.005	ankyrin repeat and SOCS box containing 2	protein-coding gene	1	Mesoderm	Heart	0.0	0.366667	0.00344612	0.00483092
Mm Hs	ART3	Cardiomyocytes	NA	0.021	ADP-ribosyltransferase 3	protein-coding gene	1	Mesoderm	Heart	0.0	0.25	0.016604	0.0222222
Mm Hs	RRAD	Cardiomyocytes	REM3|RAD	0.007	RRAD, Ras related glycolysis inhibitor and calcium channel regulator	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.00532581	0.0
Mm Hs	ADPRHL1	Cardiomyocytes	NA	0.002	ADP-ribosylhydrolase like 1	protein-coding gene	NA	Mesoderm	Heart	0.0	0.516667	0.000626566	0.000193237
Mm Hs	JPH2	Cardiomyocytes	JP-2	0.002	junctophilin 2	protein-coding gene	1	Mesoderm	Heart	0.0	0.333333	0.0	0.00186795
Mm Hs	PYGM	Cardiomyocytes	NA	0.002	glycogen phosphorylase, muscle associated	protein-coding gene	NA	Mesoderm	Heart	0.0	0.333333	0.000313283	0.00161031
Mm Hs	HSPB7	Cardiomyocytes	cvHSP	0.004	heat shock protein family B (small) member 7	protein-coding gene	1	Mesoderm	Heart	0.0	0.683333	0.00438596	0.00109501
Mm Hs	MYOZ2	Cardiomyocytes	FATZ-2|C4orf5	0.002	myozenin 2	protein-coding gene	1	Mesoderm	Heart	0.0	0.666667	0.0	0.000128824
Mm Hs	ENO3	Cardiomyocytes	NA	0.01	enolase 3	protein-coding gene	1	Mesoderm	Heart	0.0	0.766667	0.000313283	0.00779388
Mm Hs	TRDN	Cardiomyocytes	NA	0.004	triadin	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.00845865	0.0
Mm Hs	ACTN2	Cardiomyocytes	NA	0.005	actinin alpha 2	protein-coding gene	1	Mesoderm	Heart	0.0	0.7	0.0	0.00380032
Mm Hs	TNNI1	Cardiomyocytes	NA	0.009	troponin I1, slow skeletal type	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.00908521	0.0
Mm Hs	SMPX	Cardiomyocytes	DFNX4|DFN6	0.006	small muscle protein X-linked	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.0	0.0
Mm Hs	MYL7	Cardiomyocytes	MYLC2A|MYL2A	0.009	myosin light chain 7	protein-coding gene	1	Mesoderm	Heart	0.0	0.566667	0.0100251	0.00470209
Mm Hs	TBX20	Cardiomyocytes	NA	0.004	T-box 20	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.0	0.0
Mm Hs	TRIM63	Cardiomyocytes	MURF-1|IRF|SMRZ|RNF28	0.002	tripartite motif containing 63	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.0	0.0
Mm Hs	MB	Cardiomyocytes	PVALB	0.001	myoglobin	protein-coding gene	1	Mesoderm	Heart	0.0	0.0666667	0.00156642	6.44122e-05
Mm Hs	CTGF	Cardiomyocytes	IGFBP8|CCN2	0.028	connective tissue growth factor	protein-coding gene	1	Mesoderm	Heart	0.0	0.05	0.0996241	0.0123027
Mm Hs	MYL4	Cardiomyocytes	AMLC|GT1|PRO1957	0.016	myosin light chain 4	protein-coding gene	1	Mesoderm	Heart	0.0	0.416667	0.0291353	0.00856683
Mm Hs	LOX	Cardiomyocytes	NA	0.017	lysyl oxidase	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.0150376	0.0169404
Mm Hs	CTNNB1	Cardiomyocytes	beta-catenin|armadillo|CTNNB	0.052	catenin beta 1	protein-coding gene	1	Mesoderm	Heart	0.0	0.0333333	0.212406	0.0113366
Mm Hs	CPT1A	Cardiomyocytes	CPT1-L|L-CPT1	0.011	carnitine palmitoyltransferase 1A	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.00971178	0.0117874
Mm Hs	SOX18	Cardiomyocytes	NA	0.012	SRY-box 18	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.0197368	0.0
Mm Hs	NOTCH1	Cardiomyocytes	TAN1	0.007	notch 1	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.00469925	0.00766506
Mm Hs	SLN	Cardiomyocytes	MGC12301|MGC125854|MGC125855	0.003	sarcolipin	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.00219298	0.0
Mm Hs	CSRP3	Cardiomyocytes	CMD1M	0.005	cysteine and glycine rich protein 3	protein-coding gene	1	Mesoderm	Heart	0.0	0.916667	0.0	0.00289855
Mm Hs	TXLNB	Cardiomyocytes	DKFZp451A175|MDP77|dJ522B19.2|C6orf198	0.001	taxilin beta	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.0	0.0
Mm Hs	ATP2A2	Cardiomyocytes	SERCA2|ATP2B|DAR	0.144	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2	protein-coding gene	1	Mesoderm	Heart	0.0	0.85	0.0473058	0.162383
Mm Hs	CKM	Cardiomyocytes	CKMM	0.003	creatine kinase, M-type	protein-coding gene	1	Mesoderm	Heart	0.0	0.766667	0.00219298	0.000386473
Mm Hs	CKB	Cardiomyocytes	CKBB	0.469	creatine kinase B	protein-coding gene	1	Mesoderm	Heart	0.0	0.05	0.232143	0.524638
Mm Hs	CXCR4	Cardiomyocytes	LESTR|NPY3R|HM89|NPYY3R|D2S201E|fusin|HSY3RR|CD184	0.04	C-X-C motif chemokine receptor 4	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.198308	0.00882448
Hs	IL11RA	Cardiomyocytes	NA	0.004	interleukin 11 receptor subunit alpha	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.0197368	0.0
Mm Hs	MITF	Cardiomyocytes	MI|bHLHe32|WS2A|WS2	0.004	melanogenesis associated transcription factor	protein-coding gene	1	Mesoderm	Heart	0.0	0.0333333	0.00595238	0.00328502
Mm Hs	ZFPM2	Cardiomyocytes	FOG2|hFOG-2|ZNF89B|ZC2HC11B	0.0	zinc finger protein, FOG family member 2	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.00313283	0.0
Mm Hs	BDNF	Cardiomyocytes	NA	0.012	brain derived neurotrophic factor	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.0018797	0.0146216
Mm Hs	GJA5	Cardiomyocytes	CX40	0.002	gap junction protein alpha 5	protein-coding gene	1	Mesoderm	Heart	0.0	0.15	0.00156642	0.00109501
Mm Hs	FMOD	Cardiomyocytes	SLRR2E	0.009	fibromodulin	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.00595238	0.00914654
Mm Hs	MTTP	Cardiomyocytes	MTP	0.014	microsomal triglyceride transfer protein	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.00908521	0.0151369
Mm Hs	SLC5A1	Cardiomyocytes	D22S675|NAGT|SGLT1	0.011	solute carrier family 5 member 1	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.00219298	0.0
Mm Hs	ADIPOQ	Cardiomyocytes	ACRP30|AdipoQ|apM1|GBP28|adiponectin|ACDC	0.004	adiponectin, C1Q and collagen domain containing	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.0	0.00457327
Mm Hs	TRPV1	Cardiomyocytes	NA	0.001	transient receptor potential cation channel subfamily V member 1	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.0	0.0
Mm Hs	HAMP	Cardiomyocytes	LEAP-1|HEPC|HFE2B|LEAP1	0.002	hepcidin antimicrobial peptide	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.00407268	0.00231884
Mm Hs	SGPL1	Cardiomyocytes	SPL	0.034	sphingosine-1-phosphate lyase 1	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.0460526	0.0
Mm Hs	HMGB2	Cardiomyocytes	HMG2	0.279	high mobility group box 2	protein-coding gene	1	Mesoderm	Heart	0.0	0.0666667	0.325501	0.262866
Mm Hs	STC1	Cardiomyocytes	STC	0.005	stanniocalcin 1	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.0178571	0.0
Mm Hs	FGF23	Cardiomyocytes	NA	0.0	fibroblast growth factor 23	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.0	6.44122e-05
Mm Hs	STRN	Cardiomyocytes	PPP2R6A|STRN1	0.018	striatin	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.00093985	0.0
Mm Hs	HEY2	Cardiomyocytes	bHLHb32|HERP1|HESR2	0.004	hes related family bHLH transcription factor with YRPW motif 2	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.0150376	0.00154589
Mm Hs	ADIPOR1	Cardiomyocytes	PAQR1|ACDCR1	0.206	adiponectin receptor 1	protein-coding gene	1	Mesoderm	Heart	0.0	0.316667	0.113722	0.222093
Mm Hs	ADIPOR2	Cardiomyocytes	PAQR2|ACDCR2	0.034	adiponectin receptor 2	protein-coding gene	1	Mesoderm	Heart	0.0	0.0333333	0.0213033	0.0351047
Mm Hs	PDE1A	Cardiomyocytes	NA	0.018	phosphodiesterase 1A	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.0216165	0.0177134
Mm Hs	BMP4	Cardiomyocytes	BMP2B	0.019	bone morphogenetic protein 4	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.0241228	0.0166828
Mm Hs	CASQ2	Cardiomyocytes	PDIB2	0.003	calsequestrin 2	protein-coding gene	1	Mesoderm	Heart	0.0	0.483333	0.000313283	0.0021256
Mm Hs	TPM1	Cardiomyocytes	C15orf13|CMH3	0.253	tropomyosin 1	protein-coding gene	1	Mesoderm	Heart	0.0	0.0	0.179198	0.0
Mm Hs	SSTR2	Cholangiocytes	NA	0.028	somatostatin receptor 2	protein-coding gene	1	Endoderm	Liver	0.0	0.0	0.0118704	0.0
Mm Hs	SLC4A2	Cholangiocytes	HKB3|BND3L|NBND3|EPB3L1	0.007	solute carrier family 4 member 2	protein-coding gene	1	Endoderm	Liver	0.0	0.0	0.0	0.0
Mm Hs	SCTR	Cholangiocytes	NA	0.0	secretin receptor	protein-coding gene	1	Endoderm	Liver	0.0	0.0	0.0	0.0
Mm Hs	KRT7	Cholangiocytes	CK7|K2C7	0.056	keratin 7	protein-coding gene	1	Endoderm	Liver	0.32	1.0	0.0959256	0.0472951
Mm Hs	KCNN2	Cholangiocytes	KCa2.2|hSK2	0.003	potassium calcium-activated channel subfamily N member 2	protein-coding gene	1	Endoderm	Liver	0.0	0.0	0.000320821	0.00436373
Mm Hs	ITGB4	Cholangiocytes	CD104	0.013	integrin subunit beta 4	protein-coding gene	1	Endoderm	Liver	0.0533333	0.0	0.0131537	0.0136687
Mm Hs	GGT6	Cholangiocytes	FLJ90165	0.003	gamma-glutamyltransferase 6	protein-coding gene	1	Endoderm	Liver	0.12	0.0	0.00481232	0.00211769
Mm Hs	CFTR	Cholangiocytes	ABC35|TNR-CFTR|CFTR/MRP|CF|ABCC7	0.003	cystic fibrosis transmembrane conductance regulator	protein-coding gene	1	Endoderm	Liver	0.12	0.0	0.00384986	0.00288776
Mm Hs	CCKBR	Cholangiocytes	NA	0.0	cholecystokinin B receptor	protein-coding gene	1	Endoderm	Liver	0.0	0.0	0.000641643	0.000128345
Mm Hs	AQP4	Cholangiocytes	MIWC	0.024	aquaporin 4	protein-coding gene	1	Endoderm	Liver	0.0	0.0	0.0060956	0.029391
Mm Hs	AQP1	Cholangiocytes	CHIP28|CO	0.037	aquaporin 1 (Colton blood group)	protein-coding gene	1	Endoderm	Liver	0.04	0.0	0.0173244	0.0424822
Mm Hs	PIGR	Cholangiocytes	NA	0.031	polymeric immunoglobulin receptor	protein-coding gene	1	Endoderm	Liver	0.706667	1.0	0.0282323	0.029006
Mm Hs	GGT1	Cholangiocytes	D22S672|D22S732|CD224	0.01	gamma-glutamyltransferase 1	protein-coding gene	1	Endoderm	Liver	0.0	0.0	0.00192493	0.0121928
Mm Hs	JAG1	Cholangiocytes	AHD|AWS|HJ1|CD339|AGS|JAGL1	0.027	jagged 1	protein-coding gene	1	Endoderm	Liver	0.04	0.0	0.02342	0.0284284
Mm Hs	GPBAR1	Cholangiocytes	BG37|TGR5|M-BAR|GPCR19|GPR131|MGC40597	0.001	G protein-coupled bile acid receptor 1	protein-coding gene	1	Endoderm	Liver	0.0	0.0	0.00352903	0.0
Mm Hs	GGT7	Cholangiocytes	D20S101|dJ18C9.2|GGTL5|GGTL3	0.007	gamma-glutamyltransferase 7	protein-coding gene	1	Endoderm	Liver	0.0	0.0	0.000320821	0.00847077
Mm Hs	KRT19	Cholangiocytes	K19|CK19|K1CS|MGC15366	0.088	keratin 19	protein-coding gene	1	Endoderm	Liver	0.92	1.0	0.152711	0.0653276
Mm Hs	ONECUT2	Cholangiocytes	OC-2	0.012	one cut homeobox 2	protein-coding gene	1	Endoderm	Liver	0.0	0.5	0.00352903	0.0130912
Mm Hs	ALPL	Cholangiocytes	TNSALP|TNALP|TNAP|HOPS	0.009	alkaline phosphatase, liver/bone/kidney	protein-coding gene	1	Endoderm	Liver	0.0	0.0	0.00417068	0.0105243
Mm Hs	HNF1B	Cholangiocytes	LFB3|VHNF1|HNF1beta|MODY5|TCF2	0.005	HNF1 homeobox B	protein-coding gene	1	Endoderm	Liver	0.0	0.0	0.00962464	0.00462042
Mm Hs	ALB	Cholangiocytes	NA	0.008	albumin	protein-coding gene	1	Endoderm	Liver	0.0133333	0.0	0.0282323	0.00378618
Mm Hs	AGR2	Cholangiocytes	XAG-2|HAG-2|PDIA17	0.024	anterior gradient 2, protein disulphide isomerase family member	protein-coding gene	1	Endoderm	Liver	0.866667	0.5	0.0542188	0.0124495
Mm	MUC3	Cholangiocytes	NA	0.01	mucin 3, intestinal	protein coding gene	1	Endoderm	Liver	0.0	0.0	0.0	0.0125136
Mm Hs	TFF3	Cholangiocytes	HITF|ITF	0.022	trefoil factor 3	protein-coding gene	1	Endoderm	Liver	0.56	0.0	0.0327238	0.0
Mm Hs	TFF1	Cholangiocytes	D21S21|pS2|pNR-2|HP1.A|BCEI	0.006	trefoil factor 1	protein-coding gene	1	Endoderm	Liver	0.253333	0.0	0.0147578	0.0
Mm Hs	SOX9	Cholangiocytes	SRA1|CMD1|CMPD1	0.086	SRY-box 9	protein-coding gene	1	Endoderm	Liver	0.12	0.0	0.0301572	0.0
Mm Hs	EPCAM	Cholangiocytes	Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A|M4S1|MIC18|TACSTD1	0.117	epithelial cell adhesion molecule	protein-coding gene	1	Endoderm	Liver	0.653333	1.0	0.157202	0.104088
Mm Hs	CLDN4	Cholangiocytes	CPE-R|WBSCR8|hCPE-R|CPETR|CPETR1	0.047	claudin 4	protein-coding gene	1	Endoderm	Liver	0.88	0.5	0.110363	0.0286209
Mm Hs	MMP7	Cholangiocytes	PUMP-1|MPSL1	0.007	matrix metallopeptidase 7	protein-coding gene	1	Endoderm	Liver	0.2	0.0	0.0208534	0.00365783
Mm Hs	TFF2	Cholangiocytes	SML1	0.002	trefoil factor 2	protein-coding gene	1	Endoderm	Liver	0.0	0.0	0.000320821	0.0
Mm Hs	SCGB3A1	Cholangiocytes	UGRP2|HIN-1|HIN1|LU105|PnSP-2	0.006	secretoglobin family 3A member 1	protein-coding gene	1	Endoderm	Liver	0.173333	0.0	0.00769971	0.0
Mm Hs	FXYD2	Cholangiocytes	MGC12372|ATP1G1|HOMG2	0.025	FXYD domain containing ion transport regulator 2	protein-coding gene	1	Endoderm	Liver	0.0	0.0	0.0044915	0.0306103
Mm Hs	DEFB1	Cholangiocytes	HBD-1|DEFB-1|DEFB101|HBD1|BD1|MGC51822	0.009	defensin beta 1	protein-coding gene	1	Endoderm	Liver	0.08	0.0	0.0247032	0.00532632
Hs	CD24	Cholangiocytes	CD24A	0.039	CD24 molecule	protein-coding gene	1	Endoderm	Liver	0.64	0.0	0.181264	0.0
Mm Hs	LCN2	Cholangiocytes	NGAL|24p3	0.043	lipocalin 2	protein-coding gene	1	Endoderm	Liver	0.506667	0.0	0.0458774	0.0417763
Mm Hs	CXCL1	Cholangiocytes	SCYB1|GROa|MGSA-a|NAP-3|MGSA|GRO1|FSP	0.032	C-X-C motif chemokine ligand 1	protein-coding gene	1	Endoderm	Liver	0.32	0.0	0.0391402	0.0305461
Hs	CXCL6	Cholangiocytes	GCP-2|CKA-3|SCYB6	0.001	C-X-C motif chemokine ligand 6	protein-coding gene	1	Endoderm	Liver	0.0533333	0.0	0.00352903	0.0
Mm Hs	LGALS2	Cholangiocytes	HL14	0.032	galectin 2	protein-coding gene	1	Endoderm	Liver	0.133333	1.0	0.0356112	0.0306745
Mm Hs	TACSTD2	Cholangiocytes	TROP2|GA733-1|EGP-1|M1S1	0.033	tumor associated calcium signal transducer 2	protein-coding gene	1	Endoderm	Liver	0.346667	0.0	0.0923965	0.0
Mm Hs	ELF3	Cholangiocytes	ESE-1|ERT|ESX	0.048	E74 like ETS transcription factor 3	protein-coding gene	1	Endoderm	Liver	0.893333	1.0	0.0978505	0.0333697
Mm Hs	SPP1	Cholangiocytes	BSPI|ETA-1|BNSP|OPN	0.057	secreted phosphoprotein 1	protein-coding gene	1	Endoderm	Liver	0.04	0.0	0.0535772	0.0
Mm Hs	MUC5B	Cholangiocytes	MG1	0.002	mucin 5B, oligomeric mucus/gel-forming	protein-coding gene	1	Endoderm	Liver	0.213333	0.0	0.0044915	0.00051338
Mm Hs	LGALS4	Cholangiocytes	GAL4	0.032	galectin 4	protein-coding gene	1	Endoderm	Liver	0.613333	1.0	0.0247032	0.0306103
Mm Hs	CHAT	Cholinergic neurons	NA	0.001	choline O-acetyltransferase	protein-coding gene	1	Ectoderm	Brain	0.0	0.0	0.0	0.00160411
Mm Hs	SLC18A3	Cholinergic neurons	VACHT	0.002	solute carrier family 18 member A3	protein-coding gene	1	Ectoderm	Brain	0.0	0.0	0.00125313	0.0
Mm Hs	ACHE	Cholinergic neurons	YT	0.016	acetylcholinesterase (Cartwright blood group)	protein-coding gene	1	Ectoderm	Brain	0.0	0.0	0.00469925	0.0195701
Mm Hs	SLC5A7	Cholinergic neurons	hCHT|CHT1	0.002	solute carrier family 5 member 7	protein-coding gene	1	Ectoderm	Brain	0.0	0.0	0.0	0.0
Mm Hs	TAC1	Cholinergic neurons	NPK|TAC2|NKNA	0.01	tachykinin precursor 1	protein-coding gene	1	Ectoderm	Brain	0.0	0.0	0.00532581	0.0
Mm Hs	BRCA1	Cholinergic neurons	RNF53|PPP1R53|FANCS	0.007	BRCA1, DNA repair associated	protein-coding gene	1	Ectoderm	Brain	0.0	0.0	0.0297619	0.00121912
